GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC01_MOE_VC20,"Total; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC02_EST_VC20,"Male; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC02_MOE_VC20,"Male; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC03_EST_VC20,"Female; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC03_MOE_VC20,"Female; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC04_EST_VC20,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC04_MOE_VC20,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC05_EST_VC20,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC05_MOE_VC20,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC06_EST_VC20,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC06_MOE_VC20,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
HC01_EST_VC21,"Total; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC01_MOE_VC21,"Total; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC02_EST_VC21,"Male; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC02_MOE_VC21,"Male; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC03_EST_VC21,"Female; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC03_MOE_VC21,"Female; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC04_EST_VC21,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC04_MOE_VC21,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC05_EST_VC21,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC05_MOE_VC21,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC06_EST_VC21,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC06_MOE_VC21,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Educational services"
HC01_EST_VC22,"Total; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC01_MOE_VC22,"Total; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC02_EST_VC22,"Male; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC02_MOE_VC22,"Male; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC03_EST_VC22,"Female; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC03_MOE_VC22,"Female; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC04_EST_VC22,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC04_MOE_VC22,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC05_EST_VC22,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC05_MOE_VC22,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC06_EST_VC22,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC06_MOE_VC22,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Educational services, and health care and social assistance: - Health care and social assistance"
HC01_EST_VC23,"Total; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC01_MOE_VC23,"Total; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC02_EST_VC23,"Male; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC02_MOE_VC23,"Male; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC03_EST_VC23,"Female; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC03_MOE_VC23,"Female; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC04_EST_VC23,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC04_MOE_VC23,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC05_EST_VC23,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC05_MOE_VC23,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC06_EST_VC23,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC06_MOE_VC23,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services:"
HC01_EST_VC24,"Total; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC01_MOE_VC24,"Total; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC02_EST_VC24,"Male; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC02_MOE_VC24,"Male; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC03_EST_VC24,"Female; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC03_MOE_VC24,"Female; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC04_EST_VC24,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC04_MOE_VC24,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC05_EST_VC24,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC05_MOE_VC24,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC06_EST_VC24,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC06_MOE_VC24,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC01_EST_VC25,"Total; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC01_MOE_VC25,"Total; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC02_EST_VC25,"Male; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC02_MOE_VC25,"Male; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC03_EST_VC25,"Female; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC03_MOE_VC25,"Female; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC04_EST_VC25,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC04_MOE_VC25,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC05_EST_VC25,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC05_MOE_VC25,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC06_EST_VC25,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC06_MOE_VC25,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC01_EST_VC26,"Total; Estimate; Civilian employed population 16 years and over - Other services, except public administration"
HC01_MOE_VC26,"Total; Margin of Error; Civilian employed population 16 years and over - Other services, except public administration"
HC02_EST_VC26,"Male; Estimate; Civilian employed population 16 years and over - Other services, except public administration"
HC02_MOE_VC26,"Male; Margin of Error; Civilian employed population 16 years and over - Other services, except public administration"
HC03_EST_VC26,"Female; Estimate; Civilian employed population 16 years and over - Other services, except public administration"
HC03_MOE_VC26,"Female; Margin of Error; Civilian employed population 16 years and over - Other services, except public administration"
HC04_EST_VC26,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Other services, except public administration"
HC04_MOE_VC26,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Other services, except public administration"
HC05_EST_VC26,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Other services, except public administration"
HC05_MOE_VC26,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Other services, except public administration"
HC06_EST_VC26,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Other services, except public administration"
HC06_MOE_VC26,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Other services, except public administration"
HC01_EST_VC27,Total; Estimate; Civilian employed population 16 years and over - Public administration
HC01_MOE_VC27,Total; Margin of Error; Civilian employed population 16 years and over - Public administration
HC02_EST_VC27,Male; Estimate; Civilian employed population 16 years and over - Public administration
HC02_MOE_VC27,Male; Margin of Error; Civilian employed population 16 years and over - Public administration
HC03_EST_VC27,Female; Estimate; Civilian employed population 16 years and over - Public administration
HC03_MOE_VC27,Female; Margin of Error; Civilian employed population 16 years and over - Public administration
HC04_EST_VC27,Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Public administration
HC04_MOE_VC27,Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Public administration
HC05_EST_VC27,Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Public administration
HC05_MOE_VC27,Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Public administration
HC06_EST_VC27,Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Public administration
HC06_MOE_VC27,Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Public administration
HC01_EST_VC29,Total; Estimate; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC01_MOE_VC29,Total; Margin of Error; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC02_EST_VC29,Male; Estimate; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC02_MOE_VC29,Male; Margin of Error; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC03_EST_VC29,Female; Estimate; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC03_MOE_VC29,Female; Margin of Error; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC04_EST_VC29,Median earnings (dollars); Estimate; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC04_MOE_VC29,Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC05_EST_VC29,Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC05_MOE_VC29,Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC06_EST_VC29,Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
HC06_MOE_VC29,Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - PERCENT IMPUTED - Industry
